Run Fondo;run_fondo_largo;nombre_fm;nombre_corto;vigencia;estado_liquidacion;tipo_fondo;rut_agf;razon_social_agf;fecha_deposito_fm;fecha_modificacion;fecha_inicio_operaciones;num_fecha_resolucion;fecha_cumplimiento_artley;fecha_termino_operaciones;numero_registro
8533;8533-2;FONDO MUTUO BANCHILE INVERSIÓN BRASIL;INVERSION BRASIL;No Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-14;2022-10-19;2008-07-01;Res. 487 (01/07/2008);2008-07-04;2023-05-17;FM110213
8534;8534-0;FONDO MUTUO BANCHILE INVERSIÓN CHINA;INVERSION CHINA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-05;2022-10-19;2008-07-03;Res. 487 (03/07/2008);2008-07-11;;FM110214
8536;8536-7;FONDO MUTUO BANCOESTADO ACCIONES NACIONALES;ACCIONES NACIONALES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-06-14;2021-04-22;2007-12-19;Res. 510 (19/12/2007);2008-02-22;;FM110306
8537;8537-5;FONDO MUTUO BICE ACCIONES LATAM;BICE LATAM;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-11-18;2022-11-25;2007-12-10;Res. 513 (10/12/2007);2007-12-12;;FM110337
8553;8553-7;FONDO MUTUO BICE ACCIONES CHILE MID CAP;BICE CHILE MID CAP;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-03-13;2021-06-16;2008-01-09;Res. 612 (09/01/2008);2008-04-07;;FM110342
8555;8555-3;FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO AGRESIVO;ACTIVO AGRESIVO;No Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-16;2022-11-11;2007-12-09;Res. 107 (09/12/2007);2007-12-09;2023-11-01;FM110221
8575;8575-8;FONDO MUTUO BTG PACTUAL BRASIL;BTG BRASIL;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-10-20;2023-08-24;2008-01-30;Res. 718 (30/01/2008);2008-01-30;;FM110096
8576;8576-6;FONDO MUTUO SANTANDER B;SANTANDER B;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-12;2022-03-24;2008-06-02;Res. 59 (02/06/2008);2008-07-28;;FM110387
8577;8577-4;FONDO MUTUO SANTANDER A;SANTANDER A;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-12;2022-03-24;2008-05-13;Res. 59 (13/05/2008);2008-07-28;;FM110381
8578;8578-2;FONDO MUTUO SANTANDER C;SANTANDER C;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-01-05;2022-03-24;2008-05-13;Res. 59 (13/05/2008);2008-06-18;;FM110382
8588;8588-K;FONDO MUTUO BCI FRONTERA;FRONTERA;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2008-02-03;Res. 305 (03/02/2008);2008-02-03;;FM110438
8600;8600-2;FONDO MUTUO PRINCIPAL LIFETIME 2040;LIFETIME 2040;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-08;2022-11-15;2008-04-18;Res. 171 (18/04/2008);2008-06-02;;FM110278
8604;8604-5;FONDO MUTUO SCOTIA REAL ESTATE GLOBAL;REAL ESTATE GLOBAL;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-05-14;2022-12-14;2008-07-08;Res. 182 (08/07/2008);2008-09-15;;FM110078
8606;8606-1;FONDO MUTUO LARRAINVIAL MONEY MARKET;MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-25;2023-07-28;2008-03-06;Res. 8 (06/03/2008);2008-03-06;;FM110033
8610;8610-K;FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY;EMERGING EUROPE EQ;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2008-04-18;Res. 200 (18/04/2008);2008-04-22;;FM110284
8615;8615-0;FONDO MUTUO SANTANDER RENTA CORTO PLAZO;CORTO PLAZO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-17;2023-11-23;2008-04-20;Res. 166 (20/04/2008);2008-04-20;;FM110406
8618;8618-5;FONDO MUTUO BTG PACTUAL MONEY MARKET DOLAR;MONEY MARKET DOLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2016-12-22;2022-08-02;2008-04-24;Res. 252 (24/04/2008);2008-04-24;;FM110103
8619;8619-3;FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL;DEUDA INTERNACIONAL;Vigente;;6-FM DE LIBRE INVERSION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-31;2022-12-30;2008-04-24;Res. 299 (24/04/2008);2008-04-24;;FM110291
8620;8620-7;FONDO MUTUO ITAU DEUDA NOMINAL;DEUDA NOMINAL;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2023-03-18;2008-06-03;Res. 320 (03/06/2008);2008-06-25;;FM110510
8621;8621-5;FONDO MUTUO ZURICH SELECT GLOBAL;SELECT GLOBAL;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-12;2023-03-13;2009-01-20;Res. 321 (20/01/2009);2009-01-20;;FM110330
8625;8625-8;FONDO MUTUO BCI EMERGENTE GLOBAL;EMERGENTE GLOBAL;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2008-06-18;Res. 333 (18/06/2008);2008-06-18;;FM110432
8629;8629-0;FONDO MUTUO ZURICH DOLAR;ZURICH DOLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-06-14;2023-03-13;2008-06-14;Res. 88 (14/06/2008);2008-06-14;;FM110068
8638;8638-K;FONDO MUTUO BCI CARTERA DINÁMICA CONSERVADORA;FM BCI CD CONSERV.;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2008-12-12;Res. 460 (12/12/2008);2009-01-14;;FM110441
8639;8639-8;FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA;FM BCI CD BALANCEADA;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-03-12;Res. 460 (12/03/2009);2009-03-20;;FM110442
8640;8640-1;FONDO MUTUO BCI CARTERA DINAMICA ACTIVA;FM BCI C D ACTIVA;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-03-13;Res. 460 (13/03/2009);2009-03-20;;FM110443
8676;8676-2;FONDO MUTUO SURA RENTA BONOS CHILE;RENTA BONOS CHILE;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2019-10-01;2021-12-22;2009-01-20;Res. 680 (20/01/2009);2009-02-20;;FM110511
8678;8678-9;FONDO MUTUO SURA RENTA DEPOSITO CHILE;RENTA DEPOSITO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2020-07-31;2022-10-07;2009-01-20;Res. 682 (20/01/2009);2009-02-13;;FM110512
8684;8684-3;FONDO MUTUO SURA SELECCION ACCIONES LATAM;SELECCION LATAM;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2017-10-25;2021-12-22;2009-01-20;Res. 688 (20/01/2009);2009-04-20;;FM110514
8685;8685-1;FONDO MUTUO SURA SELECCION ACCIONES CHILE;SELECCION ACCION;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2021-12-22;2023-10-17;2009-01-27;Res. 700 (27/01/2009);2009-04-27;;FM110513
8687;8687-8;FONDO MUTUO BICE ESTRATEGIA AGRESIVA;BICE EST AGRESIVA;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-16;2023-01-10;2009-04-01;Res. 728 (01/04/2009);2009-05-08;;FM110345
8694;8694-0;FONDO MUTUO ZURICH PROYECCIÓN A;PROYECCION A;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-14;2023-03-10;2009-04-21;Res. 138 (21/04/2009);2009-05-13;;FM110059
8695;8695-9;FONDO MUTUO ZURICH PROYECCIÓN C;PROYECCION C;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-10;2023-06-08;2009-04-20;Res. 138 (20/04/2009);2009-05-07;;FM110060
8696;8696-7;FONDO MUTUO ZURICH PROYECCIÓN E;PROYECCION E;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-14;2023-03-10;2009-04-17;Res. 138 (17/04/2009);2009-05-05;;FM110061
8705;8705-K;FONDO MUTUO LARRAINVIAL LATINOAMERICANO;LATINOAMERICANO;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-11-02;2009-04-12;Res. 8 (12/04/2009);2009-04-12;;FM110025
8707;8707-6;FONDO MUTUO SURA SELECCION GLOBAL;SELECCION GLOBAL;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2021-12-22;2023-10-17;2009-06-03;Res. 198 (03/06/2009);2009-07-03;;FM110516
8710;8710-6;FONDO MUTUO BCI GLOBAL TITAN;GLOBAL TITAN;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2009-05-11;Res. 209 (11/05/2009);2009-05-14;;FM110444
8712;8712-2;FONDO MUTUO BCI ESTADOS UNIDOS;ESTADOS UNIDOS;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2009-05-19;Res. 230 (19/05/2009);2009-06-02;;FM110434
8723;8723-8;FONDO MUTUO LARRAINVIAL ENFOQUE;ENFOQUE;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-17;2023-08-11;2009-06-10;Res. 258 (10/06/2009);2009-06-10;;FM110020
8731;8731-9;FONDO MUTUO BCI CARTERA DINAMICA CORTO PLAZO;FM BCI C D CP;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-11-16;Res. 436 (16/11/2009);2009-11-20;;FM110450
8740;8740-8;FONDO MUTUO SCOTIA PORTAFOLIO MAS ARRIESGADO;MAS ARRIESGADO;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-03-19;2009-08-05;Res. 55 (05/08/2009);2009-08-05;;FM110115
8741;8741-6;FONDO MUTUO SCOTIA PORTAFOLIO MODERADO;PORTAFOLIO MODERADO;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-04-23;2009-08-05;Res. 165 (05/08/2009);2009-08-05;;FM110117
8744;8744-0;FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS;BNP PARIBAS ACC. DES;Vigente;;6-FM DE LIBRE INVERSION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-01-29;2021-04-22;2009-11-20;Res. 526 (20/11/2009);2010-01-05;;FM110312
8749;8749-1;FONDO MUTUO BICE COMMODITIES;BICE COMMODITIES;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-15;2022-11-25;2009-11-02;Res. 587 (02/11/2009);2009-11-03;;FM110343
8750;8750-5;FONDO MUTUO BICE BONOS LATAM;BICE BONOS LATAM;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-21;2023-06-28;2009-10-03;Res. 202 (03/10/2009);2009-10-03;;FM110347
8753;8753-K;FONDO MUTUO BANCOESTADO BNP PARIBAS RENTA EMERGENTE;BNP RENTA EMERGENTE;Vigente;;6-FM DE LIBRE INVERSION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-07-12;2021-04-22;2009-11-20;Res. 624 (20/11/2009);2009-12-15;;FM110316
8755;8755-6;FONDO MUTUO LARRAINVIAL AHORRO A PLAZO;AHORRO A PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2009-10-07;Res. 325 (07/10/2009);2009-10-07;;FM110006
8773;8773-4;FONDO MUTUO SURA ESTRATEGIA CONSERVADORA;ESTRATEGIA CONSERVAD;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2023-02-22;2023-09-29;2010-03-01;Res. 28 (01/03/2010);2010-06-08;;FM110517
8774;8774-2;FONDO MUTUO SURA ESTRATEGIA EQUILIBRADA;ESTRATEGIA EQUILIBRA;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2023-02-22;2023-09-29;2010-03-01;Res. 28 (01/03/2010);2010-07-08;;FM110518
8775;8775-0;FONDO MUTUO SURA ESTRATEGIA ACTIVA;ESTRATEGIA ACTIVA;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2023-02-22;2023-09-29;2010-03-01;Res. 28 (01/03/2010);2010-06-30;;FM110519
8776;8776-9;FONDO MUTUO SURA RENTA INTERNACIONAL;RENTA INTERNACIONAL;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2022-01-20;2023-09-29;2010-03-01;Res. 72 (01/03/2010);2010-07-08;;FM110520
8785;8785-8;FONDO MUTUO BICE ESTRATEGIA MÁS AGRESIVA;BICE EST MÁS AGRESIV;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-16;2023-04-18;2010-04-05;Res. 183 (05/04/2010);2010-04-07;;FM110344
8787;8787-4;FONDO MUTUO BCI TOP PICKS;TOP PICKS;Vigente;;8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-01-29;2018-08-03;2010-09-10;Res. 191 (10/09/2010);2010-11-05;;FM110456
8788;8788-2;FONDO MUTUO LARRAINVIAL PROTECCION;PROTECCION;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-07-28;2010-03-14;Res. 259 (14/03/2010);2010-03-14;;FM110037
8795;8795-5;FONDO MUTUO SECURITY latam;INDEX FUND LATAM;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-03-17;2011-01-07;Res. 288 (07/01/2011);2011-01-11;;FM110479
8799;8799-8;FONDO MUTUO ITAÚ BRASIL ACTIVO;BRASIL ACTIVO;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2023-03-22;2010-07-28;Res. 361 (28/07/2010);2010-08-02;;FM110235
8806;8806-4;fondo mutuo SECURITY CORPORATIVO;CORPORATIVO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2017-07-06;2020-03-11;2010-08-02;Res. 431 (02/08/2010);2010-08-04;;FM110476
8807;8807-2;FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO;MAS RENTA BICENTENAR;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-08-06;2022-12-09;2010-08-19;Res. 454 (19/08/2010);2010-08-19;;FM110314
8811;8811-0;FONDO MUTUO BANCHILE LATAM ACCIONARIO;LATAM ACCIONARIO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-19;2023-04-18;2010-09-27;Res. 497 (27/09/2010);2010-09-30;;FM110217
8812;8812-9;FONDO MUTUO SURA ACCIONES CHILE ACTIVO;A. CHILE ACTIVO;No Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2017-07-04;2021-12-22;2010-10-04;Res. 514 (04/10/2010);2010-10-28;2023-11-15;FM110521
8819;8819-6;FONDO MUTUO BICE ACCIONES CHILE ACTIVO;BICE CHILE ACTIVO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-16;2022-09-07;2010-11-15;Res. 611 (15/11/2010);2010-11-18;;FM110341
8820;8820-K;FONDO MUTUO SECURITY ASIA EMERGENTE;ASIA EMERGENTE;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-29;2010-12-13;Res. 647 (13/12/2010);2010-12-20;;FM110478
8822;8822-6;FONDO MUTUO SCOTIA ACCIONES SUSTENTABLES GLOBAL;ACC.SUSTENTABLES;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-06-18;2022-12-14;2011-02-21;Res. 684 (21/02/2011);2011-03-10;;FM110074
8824;8824-2;FONDO MUTUO PRINCIPAL GESTION ESTRATEGICA A;GESTION ESTRATEGICA;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-10-20;2022-03-31;2011-01-26;Res. 704 (26/01/2011);2011-02-09;;FM110285
8825;8825-0;FONDO MUTUO PRINCIPAL GESTION ESTRATEGICA B;GESTION ESTRATEGICA;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2011-01-31;Res. 704 (31/01/2011);2011-03-01;;FM110286
8826;8826-9;FONDO MUTUO PRINCIPAL GESTION ESTRATEGICA C;GESTION ESTRATEGICA;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2011-01-31;Res. 704 (31/01/2011);2011-03-01;;FM110287
8827;8827-7;FONDO MUTUO PRINCIPAL GESTION ESTRATEGICA D;GESTION ESTRATEGICA;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2011-01-27;Res. 704 (27/01/2011);2011-03-25;;FM110288
8844;8844-7;FONDO MUTUO BANCOESTADO PERFIL A;PERFIL A;Vigente;;6-FM DE LIBRE INVERSION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2022-12-09;2011-02-14;Res. 710 (14/02/2011);2011-03-01;;FM110317
8845;8845-5;FONDO MUTUO BANCOESTADO PERFIL C;PERFIL C;Vigente;;6-FM DE LIBRE INVERSION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2022-12-09;2011-02-14;Res. 709 (14/02/2011);2011-03-07;;FM110318
8846;8846-3;FONDO MUTUO BANCOESTADO PERFIL E;PERFIL E;Vigente;;6-FM DE LIBRE INVERSION;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2022-12-09;2011-02-14;Res. 15 (14/02/2011);2011-02-23;;FM110319
8853;8853-6;FONDO MUTUO ZURICH RENDIMIENTO UF;RENDIMIENTO UF;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-07;2023-03-10;2011-03-24;Res. 160 (24/03/2011);2011-03-28;;FM110062
8857;8857-9;FONDO MUTUO SCOTIA ACCIONES CHILE MID CAP;CHILE MID CAP;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-06-18;2011-05-13;Res. 169 (13/05/2011);2011-11-02;;FM110123
8872;8872-2;FONDO MUTUO LARRAINVIAL ACCIONES NACIONALES;ACCIONES NACIONALES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-08-11;2023-11-02;2011-05-09;Res. 224 (09/05/2011);2011-05-09;;FM110005
8881;8881-1;FONDO MUTUO SECURITY MID TERM;MID TERM;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2017-08-24;2019-08-21;2011-09-05;Res. 318 (05/09/2011);2011-09-14;;FM110480
8886;8886-2;FONDO MUTUO SCOTIA PORTAFOLIO CONSERVADOR;CONSERVADOR;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-03-19;2011-07-26;Res. 384 (26/07/2011);2011-07-28;;FM110118
8897;8897-8;FONDO MUTUO BTG PACTUAL RENTA LOCAL;RENTA LOCAL;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-10;2021-01-27;2011-10-17;-;2011-10-19;;FM110527
8898;8898-6;FONDO MUTUO BTG PACTUAL CHILE ACCIÓN;CHILE ACCION;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-12-04;2023-07-18;2011-11-10;-;2012-03-21;;FM110528
8900;8900-1;FONDO MUTUO SANTANDER D;SANTA D;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-01-05;2022-03-24;2011-09-28;-;2011-10-21;;FM110530
8902;8902-8;FONDO MUTUO BICE RENTA CORTO PLAZO;BICE RENTA CORTO PLA;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-03-31;2022-07-25;2011-11-21;-;2011-11-22;;FM110533
8906;8906-0;FONDO MUTUO SANTANDER DEUDA LATAM;DEUDA LATAM;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-07-29;2023-11-23;2011-12-20;-;2011-12-20;;FM110537
8908;8908-7;FONDO MUTUO SANTANDER PRIVATE BANKING AGRESIVO;BANKING AGRESIVO;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-07-29;2023-11-17;2011-12-22;-;2012-08-10;;FM110539
8910;8910-9;FONDO MUTUO SANTANDER PRIVATE BANKING PRUDENTE;BANKING prudente;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-07-29;2023-11-17;2011-12-20;-;2011-12-30;;FM110540
